scheme,date,nav
HDFC_Top100_Direct,2014-08-05,21.1792
HDFC_Top100_Direct,2014-08-06,21.2068
HDFC_Top100_Direct,2014-08-07,21.1366
HDFC_Top100_Direct,2014-08-08,20.9051
HDFC_Top100_Direct,2014-08-11,21.0294
HDFC_Top100_Direct,2014-08-12,20.9523
HDFC_Top100_Direct,2014-08-13,20.4227
HDFC_Top100_Direct,2014-08-14,20.6268
HDFC_Top100_Direct,2014-08-18,20.9437
HDFC_Top100_Direct,2014-08-19,21.1964
HDFC_Top100_Direct,2014-08-20,21.5099
HDFC_Top100_Direct,2014-08-21,21.8125
HDFC_Top100_Direct,2014-08-22,21.898
HDFC_Top100_Direct,2014-08-25,21.7299
HDFC_Top100_Direct,2014-08-26,21.6681
HDFC_Top100_Direct,2014-08-27,22.0752
HDFC_Top100_Direct,2014-08-28,22.1709
HDFC_Top100_Direct,2014-09-01,22.5292
HDFC_Top100_Direct,2014-09-02,22.6476
HDFC_Top100_Direct,2014-09-03,22.842
HDFC_Top100_Direct,2014-09-04,22.8661
HDFC_Top100_Direct,2014-09-05,22.9624
HDFC_Top100_Direct,2014-09-08,23.31
HDFC_Top100_Direct,2014-09-09,23.6853
HDFC_Top100_Direct,2014-09-10,23.8862
HDFC_Top100_Direct,2014-09-11,24.41
HDFC_Top100_Direct,2014-09-12,24.6248
HDFC_Top100_Direct,2014-09-15,24.7489
HDFC_Top100_Direct,2014-09-16,24.0716
HDFC_Top100_Direct,2014-09-17,24.2051
HDFC_Top100_Direct,2014-09-18,24.5974
HDFC_Top100_Direct,2014-09-19,24.6537
HDFC_Top100_Direct,2014-09-22,24.9688
HDFC_Top100_Direct,2014-09-23,24.5235
HDFC_Top100_Direct,2014-09-24,24.1531
HDFC_Top100_Direct,2014-09-25,23.6113
HDFC_Top100_Direct,2014-09-26,23.6912
HDFC_Top100_Direct,2014-09-29,23.9932
HDFC_Top100_Direct,2014-09-30,24.2982
HDFC_Top100_Direct,2014-10-01,24.1597
HDFC_Top100_Direct,2014-10-07,23.9234
HDFC_Top100_Direct,2014-10-08,24.0609
HDFC_Top100_Direct,2014-10-09,24.0814
HDFC_Top100_Direct,2014-10-10,23.7407
HDFC_Top100_Direct,2014-10-13,23.8232
HDFC_Top100_Direct,2014-10-14,23.7147
HDFC_Top100_Direct,2014-10-16,23.2763
HDFC_Top100_Direct,2014-10-17,23.3519
HDFC_Top100_Direct,2014-10-20,23.3913
HDFC_Top100_Direct,2014-10-21,23.54
HDFC_Top100_Direct,2014-10-22,23.8185
HDFC_Top100_Direct,2014-10-27,23.9115
HDFC_Top100_Direct,2014-10-28,24.0775
HDFC_Top100_Direct,2014-10-29,24.2092
HDFC_Top100_Direct,2014-10-30,24.2267
HDFC_Top100_Direct,2014-10-31,24.3031
HDFC_Top100_Direct,2014-11-03,24.5647
HDFC_Top100_Direct,2014-11-05,24.6593
HDFC_Top100_Direct,2014-11-07,24.567
HDFC_Top100_Direct,2014-11-10,24.7095
HDFC_Top100_Direct,2014-11-11,24.92
HDFC_Top100_Direct,2014-11-12,25.2255
HDFC_Top100_Direct,2014-11-13,25.3732
HDFC_Top100_Direct,2014-11-14,25.4694
HDFC_Top100_Direct,2014-11-17,25.74
HDFC_Top100_Direct,2014-11-18,26.0028
HDFC_Top100_Direct,2014-11-19,26.0641
HDFC_Top100_Direct,2014-11-20,25.8923
HDFC_Top100_Direct,2014-11-21,25.9891
HDFC_Top100_Direct,2014-11-24,25.896
HDFC_Top100_Direct,2014-11-25,25.3911
HDFC_Top100_Direct,2014-11-26,25.6618
HDFC_Top100_Direct,2014-11-27,26.0216
HDFC_Top100_Direct,2014-11-28,26.2402
HDFC_Top100_Direct,2014-12-01,26.2093
HDFC_Top100_Direct,2014-12-02,26.5928
HDFC_Top100_Direct,2014-12-03,27.0697
HDFC_Top100_Direct,2014-12-04,27.342
HDFC_Top100_Direct,2014-12-05,27.3359
HDFC_Top100_Direct,2014-12-08,27.5153
HDFC_Top100_Direct,2014-12-09,27.0266
HDFC_Top100_Direct,2014-12-10,27.2901
HDFC_Top100_Direct,2014-12-11,27.739
HDFC_Top100_Direct,2014-12-12,27.4434
HDFC_Top100_Direct,2014-12-15,27.3527
HDFC_Top100_Direct,2014-12-16,26.791
HDFC_Top100_Direct,2014-12-17,26.2936
HDFC_Top100_Direct,2014-12-18,27.0853
HDFC_Top100_Direct,2014-12-19,27.1556
HDFC_Top100_Direct,2014-12-22,27.439
HDFC_Top100_Direct,2014-12-23,27.4262
HDFC_Top100_Direct,2014-12-24,27.4695
HDFC_Top100_Direct,2014-12-26,27.5386
HDFC_Top100_Direct,2014-12-29,28.1163
HDFC_Top100_Direct,2014-12-30,28.5876
HDFC_Top100_Direct,2014-12-31,29.2084
HDFC_Top100_Direct,2015-01-01,29.3671
HDFC_Top100_Direct,2015-01-02,29.4253
HDFC_Top100_Direct,2015-01-05,29.3031
HDFC_Top100_Direct,2015-01-06,28.566
HDFC_Top100_Direct,2015-01-07,28.7345
HDFC_Top100_Direct,2015-01-08,29.2325
HDFC_Top100_Direct,2015-01-09,29.2834
HDFC_Top100_Direct,2015-01-12,29.4713
HDFC_Top100_Direct,2015-01-13,29.4388
HDFC_Top100_Direct,2015-01-14,29.5028
HDFC_Top100_Direct,2015-01-15,29.6991
HDFC_Top100_Direct,2015-01-16,29.7293
HDFC_Top100_Direct,2015-01-19,30.5172
HDFC_Top100_Direct,2015-01-20,30.8184
HDFC_Top100_Direct,2015-01-21,30.714
HDFC_Top100_Direct,2015-01-22,30.7123
HDFC_Top100_Direct,2015-01-23,30.4927
HDFC_Top100_Direct,2015-01-27,30.5724
HDFC_Top100_Direct,2015-01-28,30.7898
HDFC_Top100_Direct,2015-01-29,30.7497
HDFC_Top100_Direct,2015-01-30,30.5936
HDFC_Top100_Direct,2015-02-02,30.6145
HDFC_Top100_Direct,2015-02-03,30.7745
HDFC_Top100_Direct,2015-02-04,30.6731
HDFC_Top100_Direct,2015-02-05,30.2614
HDFC_Top100_Direct,2015-02-06,29.7377
HDFC_Top100_Direct,2015-02-09,29.397
HDFC_Top100_Direct,2015-02-10,29.5782
HDFC_Top100_Direct,2015-02-11,29.9083
HDFC_Top100_Direct,2015-02-12,30.2611
HDFC_Top100_Direct,2015-02-13,30.2844
HDFC_Top100_Direct,2015-02-16,30.5344
HDFC_Top100_Direct,2015-02-18,30.6868
HDFC_Top100_Direct,2015-02-19,30.6178
HDFC_Top100_Direct,2015-02-20,30.6869
HDFC_Top100_Direct,2015-02-23,30.3222
HDFC_Top100_Direct,2015-02-24,30.2175
HDFC_Top100_Direct,2015-02-25,30.1089
HDFC_Top100_Direct,2015-02-26,29.9507
HDFC_Top100_Direct,2015-02-27,30.2262
HDFC_Top100_Direct,2015-03-02,30.5216
HDFC_Top100_Direct,2015-03-03,30.8045
HDFC_Top100_Direct,2015-03-04,30.6349
HDFC_Top100_Direct,2015-03-05,30.6428
HDFC_Top100_Direct,2015-03-09,30.4317
HDFC_Top100_Direct,2015-03-10,30.3725
HDFC_Top100_Direct,2015-03-11,30.4375
HDFC_Top100_Direct,2015-03-12,30.686
HDFC_Top100_Direct,2015-03-13,30.2599
HDFC_Top100_Direct,2015-03-16,30.179
HDFC_Top100_Direct,2015-03-17,30.0579
HDFC_Top100_Direct,2015-03-18,30.0143
HDFC_Top100_Direct,2015-03-19,29.8192
HDFC_Top100_Direct,2015-03-20,29.392
HDFC_Top100_Direct,2015-03-23,28.911
HDFC_Top100_Direct,2015-03-24,28.8295
HDFC_Top100_Direct,2015-03-25,28.8366
HDFC_Top100_Direct,2015-03-26,28.4267
HDFC_Top100_Direct,2015-03-27,28.5473
HDFC_Top100_Direct,2015-03-30,29.2627
HDFC_Top100_Direct,2015-03-31,29.3347
HDFC_Top100_Direct,2015-04-01,29.7949
HDFC_Top100_Direct,2015-04-06,30.1584
HDFC_Top100_Direct,2015-04-07,30.2953
HDFC_Top100_Direct,2015-04-08,30.8106
HDFC_Top100_Direct,2015-04-09,31.2433
HDFC_Top100_Direct,2015-04-10,31.3292
HDFC_Top100_Direct,2015-04-13,31.7364
HDFC_Top100_Direct,2015-04-15,31.8726
HDFC_Top100_Direct,2015-04-16,31.9168
HDFC_Top100_Direct,2015-04-17,31.798
HDFC_Top100_Direct,2015-04-20,31.0796
HDFC_Top100_Direct,2015-04-21,31.0267
HDFC_Top100_Direct,2015-04-22,31.0468
HDFC_Top100_Direct,2015-04-23,30.9662
HDFC_Top100_Direct,2015-04-24,30.2416
HDFC_Top100_Direct,2015-04-27,29.674
HDFC_Top100_Direct,2015-04-28,29.7529
HDFC_Top100_Direct,2015-04-29,30.1521
HDFC_Top100_Direct,2015-04-30,30.1525
HDFC_Top100_Direct,2015-05-04,30.6068
HDFC_Top100_Direct,2015-05-05,30.6932
HDFC_Top100_Direct,2015-05-06,30.0312
HDFC_Top100_Direct,2015-05-07,29.4468
HDFC_Top100_Direct,2015-05-08,29.884
HDFC_Top100_Direct,2015-05-11,30.6452
HDFC_Top100_Direct,2015-05-12,30.1822
HDFC_Top100_Direct,2015-05-13,30.4511
HDFC_Top100_Direct,2015-05-14,30.5463
HDFC_Top100_Direct,2015-05-15,31.0965
HDFC_Top100_Direct,2015-05-18,31.1586
HDFC_Top100_Direct,2015-05-19,31.0088
HDFC_Top100_Direct,2015-05-20,30.9295
HDFC_Top100_Direct,2015-05-21,30.8716
HDFC_Top100_Direct,2015-05-22,30.8954
HDFC_Top100_Direct,2015-05-25,30.681
HDFC_Top100_Direct,2015-05-26,30.5493
HDFC_Top100_Direct,2015-05-27,30.3406
HDFC_Top100_Direct,2015-05-28,30.3566
HDFC_Top100_Direct,2015-05-29,30.5261
HDFC_Top100_Direct,2015-06-01,30.3029
HDFC_Top100_Direct,2015-06-02,29.8851
HDFC_Top100_Direct,2015-06-03,29.5373
HDFC_Top100_Direct,2015-06-04,29.4409
HDFC_Top100_Direct,2015-06-05,29.7033
HDFC_Top100_Direct,2015-06-08,29.3979
HDFC_Top100_Direct,2015-06-09,29.2003
HDFC_Top100_Direct,2015-06-10,29.6228
HDFC_Top100_Direct,2015-06-11,29.1922
HDFC_Top100_Direct,2015-06-12,29.2746
HDFC_Top100_Direct,2015-06-15,29.5041
HDFC_Top100_Direct,2015-06-16,29.497
HDFC_Top100_Direct,2015-06-17,30.0202
HDFC_Top100_Direct,2015-06-18,30.4689
HDFC_Top100_Direct,2015-06-19,30.5701
HDFC_Top100_Direct,2015-06-22,30.7491
HDFC_Top100_Direct,2015-06-23,30.8937
HDFC_Top100_Direct,2015-06-24,30.9998
HDFC_Top100_Direct,2015-06-25,31.0607
HDFC_Top100_Direct,2015-06-26,31.0294
HDFC_Top100_Direct,2015-06-29,30.6479
HDFC_Top100_Direct,2015-06-30,31.1456
HDFC_Top100_Direct,2015-07-01,31.4503
HDFC_Top100_Direct,2015-07-02,31.5581
HDFC_Top100_Direct,2015-07-03,31.7734
HDFC_Top100_Direct,2015-07-06,32.4565
HDFC_Top100_Direct,2015-07-07,32.8775
HDFC_Top100_Direct,2015-07-08,32.7031
HDFC_Top100_Direct,2015-07-09,32.7345
HDFC_Top100_Direct,2015-07-10,32.8467
HDFC_Top100_Direct,2015-07-13,32.901
HDFC_Top100_Direct,2015-07-14,32.7785
HDFC_Top100_Direct,2015-07-15,33.0081
HDFC_Top100_Direct,2015-07-16,33.357
HDFC_Top100_Direct,2015-07-17,33.3724
HDFC_Top100_Direct,2015-07-20,33.5203
HDFC_Top100_Direct,2015-07-21,33.0264
HDFC_Top100_Direct,2015-07-22,33.1968
HDFC_Top100_Direct,2015-07-23,33.5174
HDFC_Top100_Direct,2015-07-24,33.1976
HDFC_Top100_Direct,2015-07-27,33.1625
HDFC_Top100_Direct,2015-07-28,33.0327
HDFC_Top100_Direct,2015-07-29,33.1365
HDFC_Top100_Direct,2015-07-30,33.2022
HDFC_Top100_Direct,2015-07-31,33.6861
HDFC_Top100_Direct,2015-08-03,33.884
HDFC_Top100_Direct,2015-08-04,34.1317
HDFC_Top100_Direct,2015-08-05,34.118
HDFC_Top100_Direct,2015-08-06,33.7245
HDFC_Top100_Direct,2015-08-07,33.7308
HDFC_Top100_Direct,2015-08-10,33.7575
HDFC_Top100_Direct,2015-08-11,33.3291
HDFC_Top100_Direct,2015-08-12,32.7984
HDFC_Top100_Direct,2015-08-13,32.6931
HDFC_Top100_Direct,2015-08-14,33.1547
HDFC_Top100_Direct,2015-08-17,33.3263
HDFC_Top100_Direct,2015-08-18,33.6383
HDFC_Top100_Direct,2015-08-19,33.8543
HDFC_Top100_Direct,2015-08-20,33.2221
HDFC_Top100_Direct,2015-08-21,33.1377
HDFC_Top100_Direct,2015-08-24,31.2426
HDFC_Top100_Direct,2015-08-25,31.1813
HDFC_Top100_Direct,2015-08-26,31.2456
HDFC_Top100_Direct,2015-08-27,32.1993
HDFC_Top100_Direct,2015-08-28,32.0768
HDFC_Top100_Direct,2015-08-31,31.9757
HDFC_Top100_Direct,2015-09-01,31.4028
HDFC_Top100_Direct,2015-09-02,31.3571
HDFC_Top100_Direct,2015-09-03,31.5572
HDFC_Top100_Direct,2015-09-04,31.2791
HDFC_Top100_Direct,2015-09-07,30.8824
HDFC_Top100_Direct,2015-09-08,30.8088
HDFC_Top100_Direct,2015-09-09,31.1685
HDFC_Top100_Direct,2015-09-10,31.2459
HDFC_Top100_Direct,2015-09-11,31.3747
HDFC_Top100_Direct,2015-09-14,31.638
HDFC_Top100_Direct,2015-09-15,31.5174
HDFC_Top100_Direct,2015-09-16,31.4122
HDFC_Top100_Direct,2015-09-18,31.7435
HDFC_Top100_Direct,2015-09-21,31.8795
HDFC_Top100_Direct,2015-09-22,31.6014
HDFC_Top100_Direct,2015-09-23,31.6956
HDFC_Top100_Direct,2015-09-24,31.6004
HDFC_Top100_Direct,2015-09-28,31.6127
HDFC_Top100_Direct,2015-09-29,31.5525
HDFC_Top100_Direct,2015-09-30,31.9449
HDFC_Top100_Direct,2015-10-01,32.0303
HDFC_Top100_Direct,2015-10-05,32.4891
HDFC_Top100_Direct,2015-10-06,32.4971
HDFC_Top100_Direct,2015-10-07,32.6458
HDFC_Top100_Direct,2015-10-08,32.787
HDFC_Top100_Direct,2015-10-09,32.8509
HDFC_Top100_Direct,2015-10-12,32.7741
HDFC_Top100_Direct,2015-10-13,32.8369
HDFC_Top100_Direct,2015-10-14,32.851
HDFC_Top100_Direct,2015-10-15,33.0744
HDFC_Top100_Direct,2015-10-16,33.1072
HDFC_Top100_Direct,2015-10-19,33.3166
HDFC_Top100_Direct,2015-10-20,33.5605
HDFC_Top100_Direct,2015-10-21,33.6267
HDFC_Top100_Direct,2015-10-23,33.5274
HDFC_Top100_Direct,2015-10-26,33.2641
HDFC_Top100_Direct,2015-10-27,33.4053
HDFC_Top100_Direct,2015-10-28,33.3372
HDFC_Top100_Direct,2015-10-29,33.2373
HDFC_Top100_Direct,2015-10-30,33.1814
HDFC_Top100_Direct,2015-11-02,32.949
HDFC_Top100_Direct,2015-11-03,33.328
HDFC_Top100_Direct,2015-11-04,33.2605
HDFC_Top100_Direct,2015-11-05,32.938
HDFC_Top100_Direct,2015-11-06,32.6837
HDFC_Top100_Direct,2015-11-09,33.0826
HDFC_Top100_Direct,2015-11-10,32.8783
HDFC_Top100_Direct,2015-11-13,32.8994
HDFC_Top100_Direct,2015-11-16,32.8399
HDFC_Top100_Direct,2015-11-17,33.142
HDFC_Top100_Direct,2015-11-18,32.7862
HDFC_Top100_Direct,2015-11-19,33.2648
HDFC_Top100_Direct,2015-11-20,33.4842
HDFC_Top100_Direct,2015-11-23,33.6307
HDFC_Top100_Direct,2015-11-24,33.4978
HDFC_Top100_Direct,2015-11-26,33.4275
HDFC_Top100_Direct,2015-11-27,33.5568
HDFC_Top100_Direct,2015-11-30,33.5197
HDFC_Top100_Direct,2015-12-01,33.5186
HDFC_Top100_Direct,2015-12-02,33.8327
HDFC_Top100_Direct,2015-12-03,33.7975
HDFC_Top100_Direct,2015-12-04,33.694
HDFC_Top100_Direct,2015-12-07,33.6603
HDFC_Top100_Direct,2015-12-08,33.2944
HDFC_Top100_Direct,2015-12-09,32.871
HDFC_Top100_Direct,2015-12-10,33.2474
HDFC_Top100_Direct,2015-12-11,33.0682
HDFC_Top100_Direct,2015-12-14,33.0979
HDFC_Top100_Direct,2015-12-15,33.3962
HDFC_Top100_Direct,2015-12-16,33.3913
HDFC_Top100_Direct,2015-12-17,34.0463
HDFC_Top100_Direct,2015-12-18,33.9321
HDFC_Top100_Direct,2015-12-21,34.167
HDFC_Top100_Direct,2015-12-22,34.2195
HDFC_Top100_Direct,2015-12-23,34.4628
HDFC_Top100_Direct,2015-12-24,34.6924
HDFC_Top100_Direct,2015-12-28,34.9675
HDFC_Top100_Direct,2015-12-29,35.1231
HDFC_Top100_Direct,2015-12-30,35.4189
HDFC_Top100_Direct,2015-12-31,35.7192
HDFC_Top100_Direct,2016-01-01,36.0391
HDFC_Top100_Direct,2016-01-04,35.7424
HDFC_Top100_Direct,2016-01-05,35.9544
HDFC_Top100_Direct,2016-01-06,35.5722
HDFC_Top100_Direct,2016-01-07,34.6033
HDFC_Top100_Direct,2016-01-08,35.1548
HDFC_Top100_Direct,2016-01-11,35.1181
HDFC_Top100_Direct,2016-01-12,34.5143
HDFC_Top100_Direct,2016-01-13,33.9198
HDFC_Top100_Direct,2016-01-14,33.6342
HDFC_Top100_Direct,2016-01-15,32.8379
HDFC_Top100_Direct,2016-01-18,31.6702
HDFC_Top100_Direct,2016-01-19,31.9417
HDFC_Top100_Direct,2016-01-20,31.3699
HDFC_Top100_Direct,2016-01-21,31.4128
HDFC_Top100_Direct,2016-01-22,32.1795
HDFC_Top100_Direct,2016-01-25,32.3429
HDFC_Top100_Direct,2016-01-27,32.3767
HDFC_Top100_Direct,2016-01-28,32.3849
HDFC_Top100_Direct,2016-01-29,32.5066
HDFC_Top100_Direct,2016-02-01,32.6827
HDFC_Top100_Direct,2016-02-02,32.579
HDFC_Top100_Direct,2016-02-03,32.1505
HDFC_Top100_Direct,2016-02-04,32.0113
HDFC_Top100_Direct,2016-02-05,32.187
HDFC_Top100_Direct,2016-02-08,32.1441
HDFC_Top100_Direct,2016-02-09,32.0579
HDFC_Top100_Direct,2016-02-10,31.6489
HDFC_Top100_Direct,2016-02-11,30.4832
HDFC_Top100_Direct,2016-02-12,30.1716
HDFC_Top100_Direct,2016-02-15,31.0517
HDFC_Top100_Direct,2016-02-16,30.4216
HDFC_Top100_Direct,2016-02-17,30.7027
HDFC_Top100_Direct,2016-02-18,31.0755
HDFC_Top100_Direct,2016-02-19,31.1002
HDFC_Top100_Direct,2016-02-22,31.016
HDFC_Top100_Direct,2016-02-23,30.6836
HDFC_Top100_Direct,2016-02-24,30.265
HDFC_Top100_Direct,2016-02-25,30.24
HDFC_Top100_Direct,2016-02-26,29.9406
HDFC_Top100_Direct,2016-02-29,29.7635
HDFC_Top100_Direct,2016-03-01,30.5287
