scheme,date,nav
SBI_Bluechip,2013-03-20,103.1016
SBI_Bluechip,2013-03-21,103.157
SBI_Bluechip,2013-03-22,103.1891
SBI_Bluechip,2013-03-25,103.2114
SBI_Bluechip,2013-03-26,103.2285
SBI_Bluechip,2013-03-28,103.2633
SBI_Bluechip,2013-04-02,103.2626
SBI_Bluechip,2013-04-03,103.3274
SBI_Bluechip,2013-04-04,103.4096
SBI_Bluechip,2013-04-05,103.4164
SBI_Bluechip,2013-04-08,103.462
SBI_Bluechip,2013-04-09,103.4716
SBI_Bluechip,2013-04-10,103.4653
SBI_Bluechip,2013-04-12,103.5704
SBI_Bluechip,2013-04-15,103.6711
SBI_Bluechip,2013-04-16,103.0719
SBI_Bluechip,2013-04-17,103.0866
SBI_Bluechip,2013-04-18,103.1589
SBI_Bluechip,2013-04-22,103.216
SBI_Bluechip,2013-04-23,103.2481
SBI_Bluechip,2013-04-25,103.2947
SBI_Bluechip,2013-04-26,103.3139
SBI_Bluechip,2013-04-29,103.3845
SBI_Bluechip,2013-04-30,103.0655
SBI_Bluechip,2013-05-02,103.2057
SBI_Bluechip,2013-05-03,103.2082
SBI_Bluechip,2013-05-06,103.2821
SBI_Bluechip,2013-05-07,103.3087
SBI_Bluechip,2013-05-08,103.3404
SBI_Bluechip,2013-05-09,103.3949
SBI_Bluechip,2013-05-10,103.4157
SBI_Bluechip,2013-05-13,103.4824
SBI_Bluechip,2013-05-14,103.5159
SBI_Bluechip,2013-05-15,103.113
SBI_Bluechip,2013-05-16,103.141
SBI_Bluechip,2013-05-17,103.1745
SBI_Bluechip,2013-05-20,103.2356
SBI_Bluechip,2013-05-21,103.2444
SBI_Bluechip,2013-05-22,103.2698
SBI_Bluechip,2013-05-23,103.2705
SBI_Bluechip,2013-05-24,103.2834
SBI_Bluechip,2013-05-27,103.349
SBI_Bluechip,2013-05-28,103.3617
SBI_Bluechip,2013-05-29,103.0877
SBI_Bluechip,2013-05-30,103.1152
SBI_Bluechip,2013-05-31,103.1296
SBI_Bluechip,2013-06-03,103.1984
SBI_Bluechip,2013-06-04,103.225
SBI_Bluechip,2013-06-05,103.2598
SBI_Bluechip,2013-06-06,103.2957
SBI_Bluechip,2013-06-07,103.3194
SBI_Bluechip,2013-06-10,103.3704
SBI_Bluechip,2013-06-11,103.3832
SBI_Bluechip,2013-06-12,103.3913
SBI_Bluechip,2013-06-13,103.4056
SBI_Bluechip,2013-06-14,103.4267
SBI_Bluechip,2013-06-17,103.154
SBI_Bluechip,2013-06-18,103.221
SBI_Bluechip,2013-06-19,103.2602
SBI_Bluechip,2013-06-20,103.2642
SBI_Bluechip,2013-06-21,103.2992
SBI_Bluechip,2013-06-24,103.3469
SBI_Bluechip,2013-06-25,103.3595
SBI_Bluechip,2013-06-26,103.3772
SBI_Bluechip,2013-06-27,103.3957
SBI_Bluechip,2013-06-28,103.4072
SBI_Bluechip,2013-07-02,103.2075
SBI_Bluechip,2013-07-03,103.2267
SBI_Bluechip,2013-07-04,103.265
SBI_Bluechip,2013-07-05,103.2854
SBI_Bluechip,2013-07-08,103.3431
SBI_Bluechip,2013-07-09,103.368
SBI_Bluechip,2013-07-10,103.3886
SBI_Bluechip,2013-07-11,103.4083
SBI_Bluechip,2013-07-12,103.4314
SBI_Bluechip,2013-07-15,103.4995
SBI_Bluechip,2013-07-16,102.6046
SBI_Bluechip,2013-07-17,102.7023
SBI_Bluechip,2013-07-18,102.8496
SBI_Bluechip,2013-07-19,102.8672
SBI_Bluechip,2013-07-22,102.9274
SBI_Bluechip,2013-07-23,102.8344
SBI_Bluechip,2013-07-24,102.6244
SBI_Bluechip,2013-07-25,102.6991
SBI_Bluechip,2013-07-26,102.7573
SBI_Bluechip,2013-07-29,102.8554
SBI_Bluechip,2013-07-30,102.8875
SBI_Bluechip,2013-07-31,102.9055
SBI_Bluechip,2013-08-01,102.9596
SBI_Bluechip,2013-08-02,103.0101
SBI_Bluechip,2013-08-05,103.1389
SBI_Bluechip,2013-08-06,103.1471
SBI_Bluechip,2013-08-07,103.1785
SBI_Bluechip,2013-08-08,103.2116
SBI_Bluechip,2013-08-12,103.2958
SBI_Bluechip,2013-08-13,103.3152
SBI_Bluechip,2013-08-14,103.364
SBI_Bluechip,2013-08-16,103.1558
SBI_Bluechip,2013-08-19,103.207
SBI_Bluechip,2013-08-20,103.2086
SBI_Bluechip,2013-08-21,103.3135
SBI_Bluechip,2013-08-22,103.3345
SBI_Bluechip,2013-08-23,103.3768
SBI_Bluechip,2013-08-26,103.4776
SBI_Bluechip,2013-08-27,103.4881
SBI_Bluechip,2013-08-28,103.4713
SBI_Bluechip,2013-08-29,103.1588
SBI_Bluechip,2013-08-30,103.214
SBI_Bluechip,2013-09-02,103.3253
SBI_Bluechip,2013-09-03,103.3815
SBI_Bluechip,2013-09-04,103.4408
SBI_Bluechip,2013-09-05,103.5445
SBI_Bluechip,2013-09-06,103.5778
SBI_Bluechip,2013-09-10,103.7133
SBI_Bluechip,2013-09-11,103.7462
SBI_Bluechip,2013-09-12,103.7831
SBI_Bluechip,2013-09-13,103.8036
SBI_Bluechip,2013-09-16,103.8949
SBI_Bluechip,2013-09-17,103.2261
SBI_Bluechip,2013-09-18,103.3108
SBI_Bluechip,2013-09-19,103.4545
SBI_Bluechip,2013-09-20,103.5346
SBI_Bluechip,2013-09-23,103.594
SBI_Bluechip,2013-09-24,103.6
SBI_Bluechip,2013-09-25,103.6534
SBI_Bluechip,2013-09-26,103.6866
SBI_Bluechip,2013-09-27,103.724
SBI_Bluechip,2013-09-30,103.7595
SBI_Bluechip,2013-10-01,103.2655
SBI_Bluechip,2013-10-03,103.3443
SBI_Bluechip,2013-10-04,103.4092
SBI_Bluechip,2013-10-07,103.5211
SBI_Bluechip,2013-10-08,103.7122
SBI_Bluechip,2013-10-09,103.7191
SBI_Bluechip,2013-10-10,103.7396
SBI_Bluechip,2013-10-11,103.7572
SBI_Bluechip,2013-10-14,103.8303
SBI_Bluechip,2013-10-15,103.2589
SBI_Bluechip,2013-10-17,103.3326
SBI_Bluechip,2013-10-18,103.3672
SBI_Bluechip,2013-10-21,103.4516
SBI_Bluechip,2013-10-22,103.4859
SBI_Bluechip,2013-10-23,103.4986
SBI_Bluechip,2013-10-24,103.5248
SBI_Bluechip,2013-10-25,103.5569
SBI_Bluechip,2013-10-28,103.6375
SBI_Bluechip,2013-10-29,103.332
SBI_Bluechip,2013-10-30,103.3571
SBI_Bluechip,2013-10-31,103.3858
SBI_Bluechip,2013-11-01,103.3966
SBI_Bluechip,2013-11-05,103.4962
SBI_Bluechip,2013-11-06,103.5239
SBI_Bluechip,2013-11-07,103.5073
SBI_Bluechip,2013-11-08,103.5326
SBI_Bluechip,2013-11-11,103.5975
SBI_Bluechip,2013-11-12,103.6068
SBI_Bluechip,2013-11-13,103.6314
SBI_Bluechip,2013-11-14,103.6701
SBI_Bluechip,2013-11-18,103.396
SBI_Bluechip,2013-11-19,103.4355
SBI_Bluechip,2013-11-20,103.4681
SBI_Bluechip,2013-11-21,103.474
SBI_Bluechip,2013-11-22,103.5041
SBI_Bluechip,2013-11-25,103.6001
SBI_Bluechip,2013-11-26,103.6402
SBI_Bluechip,2013-11-27,103.7259
SBI_Bluechip,2013-11-28,103.7346
SBI_Bluechip,2013-11-29,103.3436
SBI_Bluechip,2013-12-02,103.4284
SBI_Bluechip,2013-12-03,103.4693
SBI_Bluechip,2013-12-04,103.4962
SBI_Bluechip,2013-12-05,103.5545
SBI_Bluechip,2013-12-06,103.5593
SBI_Bluechip,2013-12-09,103.618
SBI_Bluechip,2013-12-10,103.6308
SBI_Bluechip,2013-12-11,103.6643
SBI_Bluechip,2013-12-12,103.7351
SBI_Bluechip,2013-12-13,103.7247
SBI_Bluechip,2013-12-16,103.8019
SBI_Bluechip,2013-12-17,103.3699
SBI_Bluechip,2013-12-18,103.4075
SBI_Bluechip,2013-12-19,103.4336
SBI_Bluechip,2013-12-20,103.4584
SBI_Bluechip,2013-12-23,103.5236
SBI_Bluechip,2013-12-24,103.534
SBI_Bluechip,2013-12-26,103.5763
SBI_Bluechip,2013-12-27,103.5893
SBI_Bluechip,2013-12-30,103.6429
SBI_Bluechip,2013-12-31,103.3941
SBI_Bluechip,2014-01-01,103.446
SBI_Bluechip,2014-01-02,103.4808
SBI_Bluechip,2014-01-03,103.506
SBI_Bluechip,2014-01-06,103.5815
SBI_Bluechip,2014-01-07,103.5881
SBI_Bluechip,2014-01-08,103.5945
SBI_Bluechip,2014-01-09,103.5989
SBI_Bluechip,2014-01-10,103.6477
SBI_Bluechip,2014-01-13,103.721
SBI_Bluechip,2014-01-15,103.7752
SBI_Bluechip,2014-01-16,103.3942
SBI_Bluechip,2014-01-17,103.4134
SBI_Bluechip,2014-01-20,103.4895
SBI_Bluechip,2014-01-21,103.5305
SBI_Bluechip,2014-01-22,103.5532
SBI_Bluechip,2014-01-23,103.5792
SBI_Bluechip,2014-01-24,103.6008
SBI_Bluechip,2014-01-27,103.6718
SBI_Bluechip,2014-01-28,103.6757
SBI_Bluechip,2014-01-29,103.4118
SBI_Bluechip,2014-01-30,103.4259
SBI_Bluechip,2014-01-31,103.4429
SBI_Bluechip,2014-02-03,103.5223
SBI_Bluechip,2014-02-04,103.5533
SBI_Bluechip,2014-02-05,103.5806
SBI_Bluechip,2014-02-06,103.6157
SBI_Bluechip,2014-02-07,103.6364
SBI_Bluechip,2014-02-10,103.7039
SBI_Bluechip,2014-02-11,103.7273
SBI_Bluechip,2014-02-12,103.7487
SBI_Bluechip,2014-02-13,103.7594
SBI_Bluechip,2014-02-14,103.785
SBI_Bluechip,2014-02-17,103.4821
SBI_Bluechip,2014-02-18,103.5059
SBI_Bluechip,2014-02-20,103.5667
SBI_Bluechip,2014-02-21,103.5927
SBI_Bluechip,2014-02-24,103.6626
SBI_Bluechip,2014-02-25,103.687
SBI_Bluechip,2014-02-26,103.7081
SBI_Bluechip,2014-02-28,103.7646
SBI_Bluechip,2014-03-03,103.4879
SBI_Bluechip,2014-03-04,103.4922
SBI_Bluechip,2014-03-05,103.5515
SBI_Bluechip,2014-03-06,103.5859
SBI_Bluechip,2014-03-07,103.6353
SBI_Bluechip,2014-03-10,103.746
SBI_Bluechip,2014-03-11,103.8533
SBI_Bluechip,2014-03-12,103.8563
SBI_Bluechip,2014-03-13,103.9202
SBI_Bluechip,2014-03-14,103.9564
SBI_Bluechip,2014-03-18,104.0619
SBI_Bluechip,2014-03-19,104.0916
SBI_Bluechip,2014-03-20,104.0972
SBI_Bluechip,2014-03-21,104.2069
SBI_Bluechip,2014-03-24,104.3035
SBI_Bluechip,2014-03-25,104.4319
SBI_Bluechip,2014-03-26,104.3934
SBI_Bluechip,2014-03-27,104.4245
SBI_Bluechip,2014-03-28,104.6408
SBI_Bluechip,2014-03-31,104.7403
SBI_Bluechip,2014-04-02,104.6459
SBI_Bluechip,2014-04-03,104.6613
SBI_Bluechip,2014-04-04,104.6173
SBI_Bluechip,2014-04-07,104.6708
SBI_Bluechip,2014-04-09,104.6926
SBI_Bluechip,2014-04-10,104.7079
SBI_Bluechip,2014-04-11,104.7961
SBI_Bluechip,2014-04-15,104.8973
SBI_Bluechip,2014-04-16,104.979
SBI_Bluechip,2014-04-17,104.9728
SBI_Bluechip,2014-04-21,105.1503
SBI_Bluechip,2014-04-22,105.3231
SBI_Bluechip,2014-04-23,105.3895
SBI_Bluechip,2014-04-25,105.4519
SBI_Bluechip,2014-04-28,105.5157
SBI_Bluechip,2014-04-29,105.6008
SBI_Bluechip,2014-04-30,105.6958
SBI_Bluechip,2014-05-02,105.7909
SBI_Bluechip,2014-05-05,105.9859
SBI_Bluechip,2014-05-06,106.009
SBI_Bluechip,2014-05-07,106.0297
SBI_Bluechip,2014-05-08,106.0486
SBI_Bluechip,2014-05-09,106.1508
SBI_Bluechip,2014-05-12,106.283
SBI_Bluechip,2014-05-13,106.2773
SBI_Bluechip,2014-05-15,106.371
SBI_Bluechip,2014-05-16,106.578
SBI_Bluechip,2014-05-19,106.5839
SBI_Bluechip,2014-05-20,106.5899
SBI_Bluechip,2014-05-21,106.6686
SBI_Bluechip,2014-05-22,106.7537
SBI_Bluechip,2014-05-23,106.9316
SBI_Bluechip,2014-05-26,106.9784
SBI_Bluechip,2014-05-27,107.0365
SBI_Bluechip,2014-05-28,107.0496
SBI_Bluechip,2014-05-29,107.1021
SBI_Bluechip,2014-05-30,107.1905
SBI_Bluechip,2014-06-02,107.236
SBI_Bluechip,2014-06-03,107.4231
SBI_Bluechip,2014-06-04,107.5222
SBI_Bluechip,2014-06-05,107.6529
SBI_Bluechip,2014-06-06,107.7408
SBI_Bluechip,2014-06-09,107.8767
SBI_Bluechip,2014-06-10,107.878
SBI_Bluechip,2014-06-11,107.8761
SBI_Bluechip,2014-06-12,107.9228
SBI_Bluechip,2014-06-13,107.976
SBI_Bluechip,2014-06-16,107.9536
SBI_Bluechip,2014-06-17,107.9426
SBI_Bluechip,2014-06-18,107.9489
SBI_Bluechip,2014-06-19,107.9016
SBI_Bluechip,2014-06-20,107.8502
SBI_Bluechip,2014-06-23,107.8791
SBI_Bluechip,2014-06-24,107.9086
SBI_Bluechip,2014-06-25,107.9552
SBI_Bluechip,2014-06-26,108.0195
SBI_Bluechip,2014-06-27,108.0211
SBI_Bluechip,2014-06-30,108.1211
SBI_Bluechip,2014-07-02,108.251
SBI_Bluechip,2014-07-03,108.2774
SBI_Bluechip,2014-07-04,108.3324
SBI_Bluechip,2014-07-07,108.3898
SBI_Bluechip,2014-07-08,108.3878
SBI_Bluechip,2014-07-09,108.4151
SBI_Bluechip,2014-07-10,108.4249
SBI_Bluechip,2014-07-11,108.1137
SBI_Bluechip,2014-07-14,107.9854
SBI_Bluechip,2014-07-15,108.0604
SBI_Bluechip,2014-07-16,108.1362
SBI_Bluechip,2014-07-17,108.2175
SBI_Bluechip,2014-07-18,108.2555
SBI_Bluechip,2014-07-21,108.3794
SBI_Bluechip,2014-07-22,108.4712
SBI_Bluechip,2014-07-23,108.5746
SBI_Bluechip,2014-07-24,108.6962
SBI_Bluechip,2014-07-25,108.7179
SBI_Bluechip,2014-07-28,108.7696
SBI_Bluechip,2014-07-30,108.7581
SBI_Bluechip,2014-07-31,108.8084
SBI_Bluechip,2014-08-01,108.7849
SBI_Bluechip,2014-08-04,108.8673
SBI_Bluechip,2014-08-05,108.7745
SBI_Bluechip,2014-08-06,108.6927
SBI_Bluechip,2014-08-07,108.7486
SBI_Bluechip,2014-08-08,108.7279
SBI_Bluechip,2014-08-11,108.8297
SBI_Bluechip,2014-08-12,108.8541
SBI_Bluechip,2014-08-13,108.9453
SBI_Bluechip,2014-08-14,108.9888
SBI_Bluechip,2014-08-19,109.1381
SBI_Bluechip,2014-08-20,109.199
SBI_Bluechip,2014-08-21,109.1791
SBI_Bluechip,2014-08-22,109.2192
SBI_Bluechip,2014-08-25,109.2596
SBI_Bluechip,2014-08-26,109.2961
SBI_Bluechip,2014-08-27,109.3655
SBI_Bluechip,2014-08-28,109.3934
SBI_Bluechip,2014-09-01,109.5116
SBI_Bluechip,2014-09-02,109.5448
SBI_Bluechip,2014-09-03,109.6166
SBI_Bluechip,2014-09-04,109.6473
SBI_Bluechip,2014-09-05,109.6985
SBI_Bluechip,2014-09-08,109.8163
SBI_Bluechip,2014-09-09,109.721
SBI_Bluechip,2014-09-10,109.8244
SBI_Bluechip,2014-09-11,109.8546
SBI_Bluechip,2014-09-12,109.8922
SBI_Bluechip,2014-09-15,109.9641
SBI_Bluechip,2014-09-16,109.9902
SBI_Bluechip,2014-09-17,110.0495
SBI_Bluechip,2014-09-18,110.1537
SBI_Bluechip,2014-09-19,110.2016
SBI_Bluechip,2014-09-22,110.3306
SBI_Bluechip,2014-09-23,110.361
SBI_Bluechip,2014-09-24,110.4004
SBI_Bluechip,2014-09-25,110.4443
SBI_Bluechip,2014-09-26,110.5813
SBI_Bluechip,2014-09-29,110.6058
SBI_Bluechip,2014-09-30,110.6084
SBI_Bluechip,2014-10-01,110.6379
SBI_Bluechip,2014-10-07,110.878
SBI_Bluechip,2014-10-08,110.9817
SBI_Bluechip,2014-10-09,110.9422
SBI_Bluechip,2014-10-10,111.0732
SBI_Bluechip,2014-10-13,111.165
SBI_Bluechip,2014-10-14,111.3032
SBI_Bluechip,2014-10-16,111.4989
SBI_Bluechip,2014-10-17,111.5184
SBI_Bluechip,2014-10-20,111.6753
SBI_Bluechip,2014-10-21,111.7859
SBI_Bluechip,2014-10-22,111.8628
SBI_Bluechip,2014-10-27,112.0815
SBI_Bluechip,2014-10-28,112.18
SBI_Bluechip,2014-10-29,112.2563
SBI_Bluechip,2014-10-30,112.3874
SBI_Bluechip,2014-10-31,112.549
SBI_Bluechip,2014-11-03,112.7413
SBI_Bluechip,2014-11-05,113.0
SBI_Bluechip,2014-11-07,113.0631
SBI_Bluechip,2014-11-10,113.2158
SBI_Bluechip,2014-11-11,113.233
SBI_Bluechip,2014-11-12,113.2863
SBI_Bluechip,2014-11-13,113.1662
SBI_Bluechip,2014-11-14,113.1821
SBI_Bluechip,2014-11-17,113.3374
SBI_Bluechip,2014-11-18,113.4102
SBI_Bluechip,2014-11-19,113.4418
SBI_Bluechip,2014-11-20,113.4823
SBI_Bluechip,2014-11-21,113.5065
SBI_Bluechip,2014-11-24,113.5794
SBI_Bluechip,2014-11-25,113.6379
SBI_Bluechip,2014-11-26,113.6632
SBI_Bluechip,2014-11-27,113.6867
SBI_Bluechip,2014-11-28,113.8838
SBI_Bluechip,2014-12-01,114.0367
SBI_Bluechip,2014-12-02,114.3339
SBI_Bluechip,2014-12-03,114.3739
SBI_Bluechip,2014-12-04,114.375
SBI_Bluechip,2014-12-05,114.4292
SBI_Bluechip,2014-12-08,114.5229
SBI_Bluechip,2014-12-09,114.6075
SBI_Bluechip,2014-12-10,114.5532
SBI_Bluechip,2014-12-11,114.6519
SBI_Bluechip,2014-12-12,114.7909
SBI_Bluechip,2014-12-15,114.8848
SBI_Bluechip,2014-12-16,114.3427
SBI_Bluechip,2014-12-17,114.3381
SBI_Bluechip,2014-12-18,114.4956
SBI_Bluechip,2014-12-19,114.4116
SBI_Bluechip,2014-12-22,114.5061
SBI_Bluechip,2014-12-23,114.6022
SBI_Bluechip,2014-12-24,114.5759
SBI_Bluechip,2014-12-26,114.5973
SBI_Bluechip,2014-12-29,114.7535
SBI_Bluechip,2014-12-30,114.9108
SBI_Bluechip,2014-12-31,115.0256
SBI_Bluechip,2015-01-01,115.0622
SBI_Bluechip,2015-01-02,115.0298
SBI_Bluechip,2015-01-05,115.0697
SBI_Bluechip,2015-01-06,115.0098
SBI_Bluechip,2015-01-07,115.0964
SBI_Bluechip,2015-01-08,115.1534
SBI_Bluechip,2015-01-09,115.2179
SBI_Bluechip,2015-01-12,115.4215
SBI_Bluechip,2015-01-13,115.5874
SBI_Bluechip,2015-01-14,115.6112
SBI_Bluechip,2015-01-15,115.9938
SBI_Bluechip,2015-01-16,116.1579
SBI_Bluechip,2015-01-19,116.243
SBI_Bluechip,2015-01-20,116.2527
SBI_Bluechip,2015-01-21,116.3456
SBI_Bluechip,2015-01-22,116.3811
SBI_Bluechip,2015-01-23,116.4146
SBI_Bluechip,2015-01-27,116.4896
SBI_Bluechip,2015-01-28,116.5474
SBI_Bluechip,2015-01-29,116.583
SBI_Bluechip,2015-01-30,116.5922
SBI_Bluechip,2015-02-02,116.7716
SBI_Bluechip,2015-02-03,116.6952
SBI_Bluechip,2015-02-04,116.6401
SBI_Bluechip,2015-02-05,116.6397
SBI_Bluechip,2015-02-06,116.6382
SBI_Bluechip,2015-02-09,116.6428
SBI_Bluechip,2015-02-10,116.6639
SBI_Bluechip,2015-02-11,116.669
SBI_Bluechip,2015-02-12,116.6546
SBI_Bluechip,2015-02-13,116.7452
SBI_Bluechip,2015-02-16,116.8223
SBI_Bluechip,2015-02-18,116.8588
SBI_Bluechip,2015-02-20,116.9274
SBI_Bluechip,2015-02-23,116.9984
SBI_Bluechip,2015-02-24,117.0714
SBI_Bluechip,2015-02-25,117.136
SBI_Bluechip,2015-02-26,117.1316
SBI_Bluechip,2015-02-27,117.1873
SBI_Bluechip,2015-03-02,117.2585
SBI_Bluechip,2015-03-03,117.2102
SBI_Bluechip,2015-03-04,117.4492
SBI_Bluechip,2015-03-05,117.4822
SBI_Bluechip,2015-03-09,117.449
SBI_Bluechip,2015-03-10,117.4224
SBI_Bluechip,2015-03-11,117.412
SBI_Bluechip,2015-03-12,117.4767
SBI_Bluechip,2015-03-13,117.3557
SBI_Bluechip,2015-03-16,117.4257
SBI_Bluechip,2015-03-17,117.4812
SBI_Bluechip,2015-03-18,117.4713
SBI_Bluechip,2015-03-19,117.5422
SBI_Bluechip,2015-03-20,117.6167
SBI_Bluechip,2015-03-23,117.6634
SBI_Bluechip,2015-03-24,117.7014
SBI_Bluechip,2015-03-25,117.721
SBI_Bluechip,2015-03-26,117.7366
SBI_Bluechip,2015-03-27,117.7888
SBI_Bluechip,2015-03-30,117.8781
SBI_Bluechip,2015-03-31,118.0538
SBI_Bluechip,2015-04-06,118.3359
SBI_Bluechip,2015-04-07,118.3426
SBI_Bluechip,2015-04-08,118.3201
SBI_Bluechip,2015-04-09,118.4202
SBI_Bluechip,2015-04-10,118.4427
SBI_Bluechip,2015-04-13,118.5303
SBI_Bluechip,2015-04-15,118.5848
SBI_Bluechip,2015-04-16,118.6022
SBI_Bluechip,2015-04-17,118.6016
SBI_Bluechip,2015-04-20,118.6696
SBI_Bluechip,2015-04-21,118.7199
SBI_Bluechip,2015-04-22,118.7833
SBI_Bluechip,2015-04-23,118.7552
SBI_Bluechip,2015-04-24,118.7424
SBI_Bluechip,2015-04-27,118.7981
SBI_Bluechip,2015-04-28,118.8214
SBI_Bluechip,2015-04-29,118.7676
SBI_Bluechip,2015-04-30,118.6387
SBI_Bluechip,2015-05-05,118.7349
SBI_Bluechip,2015-05-06,118.6148
SBI_Bluechip,2015-05-07,118.376
SBI_Bluechip,2015-05-08,118.3858
SBI_Bluechip,2015-05-11,118.671
SBI_Bluechip,2015-05-12,118.5949
SBI_Bluechip,2015-05-13,118.5796
SBI_Bluechip,2015-05-14,118.5984
SBI_Bluechip,2015-05-15,118.638
SBI_Bluechip,2015-05-18,118.8277
SBI_Bluechip,2015-05-19,119.0042
SBI_Bluechip,2015-05-20,119.0625
SBI_Bluechip,2015-05-21,119.0962
SBI_Bluechip,2015-05-22,119.1641
SBI_Bluechip,2015-05-25,119.2195
SBI_Bluechip,2015-05-26,119.1981
SBI_Bluechip,2015-05-27,119.2361
SBI_Bluechip,2015-05-28,119.3367
SBI_Bluechip,2015-05-29,119.4459
SBI_Bluechip,2015-06-01,119.5416
SBI_Bluechip,2015-06-02,119.1982
SBI_Bluechip,2015-06-03,119.0994
SBI_Bluechip,2015-06-04,118.9151
SBI_Bluechip,2015-06-05,119.0347
SBI_Bluechip,2015-06-08,119.0629
SBI_Bluechip,2015-06-09,119.1989
SBI_Bluechip,2015-06-10,119.091
SBI_Bluechip,2015-06-11,118.8986
SBI_Bluechip,2015-06-12,118.8557
SBI_Bluechip,2015-06-15,119.029
SBI_Bluechip,2015-06-16,118.9396
SBI_Bluechip,2015-06-17,119.1569
SBI_Bluechip,2015-06-18,119.5056
SBI_Bluechip,2015-06-19,119.761
SBI_Bluechip,2015-06-22,119.7631
SBI_Bluechip,2015-06-23,119.7242
SBI_Bluechip,2015-06-24,119.586
SBI_Bluechip,2015-06-25,119.4568
SBI_Bluechip,2015-06-26,119.5192
SBI_Bluechip,2015-06-29,119.3389
SBI_Bluechip,2015-06-30,119.4628
SBI_Bluechip,2015-07-01,119.6428
SBI_Bluechip,2015-07-02,119.7538
SBI_Bluechip,2015-07-03,119.8612
SBI_Bluechip,2015-07-06,120.0581
SBI_Bluechip,2015-07-07,120.0419
SBI_Bluechip,2015-07-08,120.0759
SBI_Bluechip,2015-07-09,120.0964
SBI_Bluechip,2015-07-10,120.1484
SBI_Bluechip,2015-07-13,119.9544
SBI_Bluechip,2015-07-14,120.0999
SBI_Bluechip,2015-07-15,120.1371
SBI_Bluechip,2015-07-16,120.1474
SBI_Bluechip,2015-07-17,120.1974
SBI_Bluechip,2015-07-20,120.227
SBI_Bluechip,2015-07-21,120.2742
SBI_Bluechip,2015-07-22,120.3286
SBI_Bluechip,2015-07-23,120.4142
SBI_Bluechip,2015-07-24,120.411
SBI_Bluechip,2015-07-27,120.5074
SBI_Bluechip,2015-07-28,120.7053
SBI_Bluechip,2015-07-29,120.7768
SBI_Bluechip,2015-07-30,120.7773
SBI_Bluechip,2015-07-31,120.858
SBI_Bluechip,2015-08-03,120.9192
SBI_Bluechip,2015-08-04,120.8481
SBI_Bluechip,2015-08-05,120.864
SBI_Bluechip,2015-08-06,120.9792
SBI_Bluechip,2015-08-07,120.9962
SBI_Bluechip,2015-08-10,121.1234
SBI_Bluechip,2015-08-11,121.1502
SBI_Bluechip,2015-08-12,121.1846
SBI_Bluechip,2015-08-13,121.3935
SBI_Bluechip,2015-08-14,121.4723
SBI_Bluechip,2015-08-17,121.5407
SBI_Bluechip,2015-08-19,121.6068
SBI_Bluechip,2015-08-20,121.6568
SBI_Bluechip,2015-08-21,121.5475
SBI_Bluechip,2015-08-24,121.2877
SBI_Bluechip,2015-08-25,121.4763
SBI_Bluechip,2015-08-26,121.5738
SBI_Bluechip,2015-08-27,121.6848
